2010-04-12 15:46:32 24 ¼ñ 500
2010-04-12 15:46:33 24 ¼ñ 500
2010-04-12 15:46:36 24 ¼ñ 500
2010-04-12 15:46:36 24 ¼ñ 500
2010-04-12 15:46:37 24 ¼ñ 500
2010-04-12 15:46:38 24 ¼ñ 500
2010-04-12 15:46:38 24 ¼ñ 500
2010-04-12 15:46:39 24 ¼ñ 500
2010-04-12 15:46:39 24 ¼ñ 500
2010-04-12 15:46:40 24 ¼ñ 500
2010-04-13 15:20:25 31 ¼ñ 328
2010-04-13 15:21:08 31 ¼ñ 323
2010-04-13 15:21:09 31 ¼ñ 423
2010-04-13 15:21:09 31 ¼ñ 302
2010-04-13 15:22:02 31 ¼ñ 348
2010-04-13 15:22:57 31 ¼ñ 731
2010-04-13 15:22:59 31 ¼ñ 748
2010-04-13 15:22:59 31 ¼ñ 377
2010-04-13 15:23:07 31 ¼ñ 432
2010-04-13 15:25:17 31 ¼ñ 409
2010-04-13 15:25:19 31 ¼ñ 430
2010-04-13 15:42:45 44 ¼ñ 500
2010-04-13 15:50:41 45 ¼ñ 977
2010-04-13 21:27:10 45 ´«ËÍ -1600
