#/npc/std/pet.c
SaveDatabase (["no_give":1,"show_time":115,"shenshou":1,"no_fuse":1,])
SaveDbase2 ([])
Con 45
Spi 181
Str 47
Cps 47
Dex 86
HP (/851,915,/)
MP (/777,2077,/)
HP_Cent 46
AP 168
DP 371
CP 1460
PP 1243
SP 775
mpPerform (["74001":1270630426,])
Family (/0,0,0,0,0,0,0,/)
Org (/0,0,0,0,0,0,0,/)
City (/"秦国",0,0,0,0,0,0,/)
Skills (["74001":(/1,0,/),"74208":(/1,0,/),"74206":(/1,0,/),"74104":(/1,0,/),"74226":(/1,0,/),])
WeaponCode 60
Name "貂蝉"
PicId 3025
Owner 
OwnerNumber 6
Level 35
Effect ({0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,})
pet_id "6_1270628520"
FirstOwnerId 6
FirstOwnerName "赛西施"
birthday 1270628520
OwnerTime 1270628520
FirstName "狮子"
OwnerName "赛西施"
OwnerAccount "330435109#3"
OwnerNumber 6
lifetime 9834
faith 66
blood 1
Experience 34620
iPortrait 3025
con_grow 1803
str_grow 676
cps_grow 1491
mp_grow 1794
ma_grow 1270
md_grow 1297
dex_grow 1704
