2010-04-07 16:32:39 10 捡 500
2010-04-07 16:32:40 10 捡 500
2010-04-07 16:32:40 10 捡 500
2010-04-07 16:32:41 10 捡 500
2010-04-07 16:32:41 10 捡 500
2010-04-07 16:32:42 10 捡 500
2010-04-07 16:32:42 10 捡 500
2010-04-07 16:32:45 10 捡 500
2010-04-07 17:08:33 13 捡 223
2010-04-07 17:09:24 14 捡 233
2010-04-07 17:22:50 15 捡 299
2010-04-08 10:40:52 15 传送 -1
2010-04-08 13:24:38 15 传送 -700
2010-04-08 13:28:25 15 传送 -1300
2010-04-08 13:55:54 15 传送 -1300
2010-04-08 14:00:08 18 帮派 -9000000
2010-04-08 14:08:02 18 帮派 -10000000
2010-04-08 14:15:15 18 传送 -1300
2010-04-08 14:16:18 18 传送 -1300
2010-04-08 14:17:47 18 帮派 -10000000
2010-04-08 14:44:09 20 捡 579
2010-04-08 14:44:13 20 捡 579
2010-04-08 14:46:33 20 捡 230
2010-04-08 14:48:26 20 捡 296
2010-04-08 14:52:44 21 捡 162
2010-04-08 14:53:53 21 捡 291
2010-04-08 14:54:51 21 捡 211
2010-04-08 14:57:06 21 捡 160
2010-04-08 15:11:16 22 传送 -1300
2010-04-08 15:36:01 22 捡 225
2010-04-08 20:21:37 27 捡 280
2010-04-09 17:32:56 27 传送 -700
2010-04-09 21:09:54 30 传送 -700
2010-04-09 21:22:14 32 捡 376
2010-04-09 21:22:50 32 捡 369
2010-04-09 21:22:51 32 捡 322
2010-04-09 23:33:11 40 传送 -1300
2010-04-09 23:46:03 40 帮派 -903372
2010-04-09 23:59:50 40 帮派 -53000000
2010-04-10 00:00:15 40 强化技能 -30000
2010-04-10 00:00:19 40 强化技能 -30000
2010-04-10 00:00:21 40 强化技能 -30000
2010-04-10 00:00:21 40 强化技能 -30000
2010-04-10 00:00:23 40 强化技能 -30000
2010-04-10 00:00:24 40 强化技能 -30000
2010-04-10 00:00:25 40 强化技能 -30000
2010-04-10 00:00:25 40 强化技能 -30000
2010-04-10 00:00:27 40 强化技能 -30000
2010-04-10 00:00:27 40 强化技能 -30000
2010-04-10 00:00:29 40 强化技能 -30000
2010-04-10 00:00:30 40 强化技能 -30000
2010-04-10 00:00:32 40 强化技能 -30000
2010-04-10 00:00:34 40 强化技能 -30000
2010-04-10 00:00:35 40 强化技能 -30000
2010-04-10 00:00:36 40 强化技能 -30000
2010-04-10 00:00:37 40 强化技能 -30000
2010-04-10 00:00:38 40 强化技能 -30000
2010-04-10 00:00:38 40 强化技能 -30000
2010-04-10 00:00:40 40 强化技能 -30000
2010-04-10 00:00:41 40 强化技能 -30000
2010-04-10 00:00:41 40 强化技能 -30000
2010-04-10 00:00:41 40 强化技能 -30000
2010-04-10 00:00:43 40 强化技能 -30000
2010-04-10 00:00:43 40 强化技能 -30000
2010-04-10 00:00:44 40 强化技能 -30000
2010-04-10 00:00:44 40 强化技能 -30000
2010-04-10 00:00:45 40 强化技能 -30000
2010-04-10 00:00:46 40 强化技能 -30000
2010-04-10 00:00:47 40 强化技能 -30000
2010-04-10 00:00:47 40 强化技能 -30000
2010-04-10 00:00:48 40 强化技能 -30000
2010-04-10 00:00:48 40 强化技能 -30000
2010-04-10 00:00:49 40 强化技能 -30000
2010-04-10 00:00:51 40 强化技能 -30000
2010-04-10 00:00:51 40 强化技能 -30000
2010-04-10 00:00:52 40 强化技能 -30000
2010-04-10 00:00:52 40 强化技能 -30000
2010-04-10 00:00:53 40 强化技能 -30000
2010-04-10 00:00:54 40 强化技能 -30000
2010-04-10 00:00:54 40 强化技能 -30000
2010-04-10 00:01:17 40 强化技能 -30000
2010-04-10 00:01:18 40 强化技能 -30000
2010-04-10 00:01:19 40 强化技能 -30000
2010-04-10 00:01:20 40 强化技能 -30000
2010-04-10 00:01:20 40 强化技能 -30000
2010-04-10 00:01:21 40 强化技能 -30000
2010-04-10 00:01:22 40 强化技能 -30000
2010-04-10 00:01:22 40 强化技能 -30000
2010-04-10 00:01:24 40 强化技能 -30000
2010-04-10 00:01:24 40 强化技能 -30000
2010-04-10 00:01:25 40 强化技能 -30000
2010-04-10 00:01:25 40 强化技能 -30000
2010-04-10 00:01:27 40 强化技能 -30000
2010-04-10 00:01:27 40 强化技能 -30000
2010-04-10 00:01:27 40 强化技能 -30000
2010-04-10 00:01:28 40 强化技能 -30000
2010-04-10 00:01:28 40 强化技能 -30000
2010-04-10 00:01:29 40 强化技能 -30000
2010-04-10 00:01:30 40 强化技能 -30000
2010-04-10 00:01:31 40 强化技能 -30000
2010-04-10 00:01:31 40 强化技能 -30000
2010-04-10 00:01:32 40 强化技能 -30000
2010-04-10 00:01:32 40 强化技能 -30000
2010-04-10 00:01:33 40 强化技能 -30000
2010-04-10 00:01:33 40 强化技能 -30000
2010-04-10 00:01:35 40 强化技能 -30000
2010-04-10 00:01:36 40 强化技能 -30000
2010-04-10 00:01:36 40 强化技能 -30000
2010-04-10 00:01:37 40 强化技能 -30000
2010-04-10 00:01:38 40 强化技能 -30000
2010-04-10 00:01:38 40 强化技能 -30000
2010-04-10 00:01:39 40 强化技能 -30000
2010-04-10 00:01:39 40 强化技能 -30000
2010-04-10 00:01:40 40 强化技能 -30000
2010-04-10 00:01:40 40 强化技能 -30000
